,Make,Model,Vehicle_Type,Engine_Capacity,Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),vehicle_age,Distance_Driven_Last_Month,Fuel_Consumed_Last_Month
4614,CHEVROLET,SPARK,Four-Wheeler,1.4,4,M5,Petrol,8.0,6.0,7.1,40,166,4,640.0,45.44
4615,CHEVROLET,SUBURBAN,Four-Wheeler,5.3,8,A6,Petrol,15.1,10.4,13.0,22,305,5,1030.0,133.9
4616,CHEVROLET,SUBURBAN FFV,Four-Wheeler,5.3,8,A6,Petrol,15.1,10.4,13.0,22,305,5,1030.0,133.9
4617,CHEVROLET,SUBURBAN FFV,Four-Wheeler,5.3,8,A6,Electric,19.8,13.9,17.2,16,285,5,930.0,159.96
4618,CHEVROLET,SUBURBAN 4WD,Four-Wheeler,5.3,8,A6,Petrol,15.3,10.9,13.3,21,313,5,1030.0,136.99
4619,CHEVROLET,SUBURBAN 4WD FFV,Four-Wheeler,5.3,8,A6,Petrol,15.3,10.9,13.3,21,312,5,1030.0,136.99
4620,CHEVROLET,SUBURBAN 4WD FFV,Four-Wheeler,5.3,8,A6,Electric,22.3,15.7,19.3,15,321,6,830.0,160.19
4621,CHEVROLET,TAHOE,Four-Wheeler,5.3,8,A6,Petrol,15.1,10.4,13.0,22,305,5,1030.0,133.9
4622,CHEVROLET,TAHOE FFV,Four-Wheeler,5.3,8,A6,Petrol,15.1,10.4,13.0,22,305,5,1030.0,133.9
4623,CHEVROLET,TAHOE FFV,Four-Wheeler,5.3,8,A6,Electric,19.8,13.9,17.2,16,285,5,930.0,159.96
4624,CHEVROLET,TAHOE 4WD,Four-Wheeler,5.3,8,A6,Petrol,15.2,10.8,13.2,21,310,5,1030.0,135.96
4625,CHEVROLET,TAHOE 4WD FFV,Four-Wheeler,5.3,8,A6,Petrol,15.2,10.8,13.2,21,310,5,1030.0,135.96
4626,CHEVROLET,TAHOE 4WD FFV,Four-Wheeler,5.3,8,A6,Electric,20.8,14.5,18.0,16,299,6,830.0,149.4
4627,CHEVROLET,TAHOE 4WD,Four-Wheeler,6.2,8,A10,Diesel,16.4,10.7,13.8,20,325,5,1320.0,182.16
4628,CHEVROLET,TRAVERSE,Four-Wheeler,2.0,4,A9,Diesel,11.7,9.0,10.5,27,246,4,900.0,94.5
4629,CHEVROLET,TRAVERSE,Four-Wheeler,3.6,6,AS9,Petrol,12.9,8.7,11.0,26,258,4,860.0,94.6
4630,CHEVROLET,TRAVERSE AWD,Four-Wheeler,3.6,6,AS9,Petrol,13.7,9.4,11.8,24,276,4,860.0,101.48
4631,CHEVROLET,TRAX,Four-Wheeler,1.4,4,AS6,Petrol,9.3,7.2,8.3,34,194,4,640.0,53.12
4632,CHEVROLET,TRAX,Four-Wheeler,1.4,4,M6,Petrol,9.2,7.1,8.2,34,194,4,640.0,52.48
4633,CHEVROLET,TRAX 4WD,Four-Wheeler,1.4,4,AS6,Petrol,9.9,7.8,8.9,32,210,4,640.0,56.96
4634,CHRYSLER,300,Four-Wheeler,3.6,6,A8,Petrol,12.4,7.8,10.3,27,242,4,860.0,88.58
4635,CHRYSLER,300 FFV,Four-Wheeler,3.6,6,A8,Petrol,12.4,7.8,10.3,27,242,4,860.0,88.58
4636,CHRYSLER,300 FFV,Four-Wheeler,3.6,6,A8,Electric,17.1,10.6,14.2,20,234,5,760.0,107.92
4637,CHRYSLER,300,Four-Wheeler,5.7,8,A8,Petrol,14.7,9.4,12.3,23,289,5,1070.0,131.61
4638,CHRYSLER,300 AWD,Four-Wheeler,3.6,6,A8,Petrol,12.8,8.7,11.0,26,258,4,860.0,94.6
4639,CHRYSLER,300 AWD FFV,Four-Wheeler,3.6,6,A8,Petrol,12.8,8.7,11.0,26,258,4,860.0,94.6
4640,CHRYSLER,300 AWD FFV,Four-Wheeler,3.6,6,A8,Electric,17.6,12.0,15.0,19,248,5,760.0,114.0
4641,CHRYSLER,PACIFICA,Three-Wheeler,3.6,6,A9,Petrol,12.9,8.4,10.9,26,259,4,860.0,93.74
4642,CHRYSLER,PACIFICA (Stop-Start),Three-Wheeler,3.6,6,A9,Petrol,12.4,8.4,10.6,27,249,4,860.0,91.16
4643,DODGE,CHALLENGER,Four-Wheeler,3.6,6,A8,Petrol,12.4,7.8,10.3,27,242,4,860.0,88.58
4644,DODGE,CHALLENGER,Four-Wheeler,5.7,8,M6,Diesel,15.6,10.1,13.1,22,307,5,1270.0,166.37
4645,DODGE,CHALLENGER,Four-Wheeler,6.4,8,M6,Diesel,16.7,10.4,13.9,20,325,5,1340.0,186.26
4646,DODGE,CHALLENGER (MDS),Four-Wheeler,5.7,8,A8,Petrol,14.7,9.4,12.3,23,289,5,1070.0,131.61
4647,DODGE,CHALLENGER (MDS),Four-Wheeler,6.4,8,A8,Diesel,15.6,9.6,12.9,22,302,5,1340.0,172.86
4648,DODGE,CHALLENGER GT AWD,Four-Wheeler,3.6,6,A8,Petrol,12.8,8.7,11.0,26,258,4,860.0,94.6
4649,DODGE,CHALLENGER GT AWD FFV,Four-Wheeler,3.6,6,A8,Petrol,12.8,8.7,11.0,26,258,4,860.0,94.6
4650,DODGE,CHALLENGER GT AWD FFV,Four-Wheeler,3.6,6,A8,Electric,17.6,12.0,15.0,19,248,5,760.0,114.0
4651,DODGE,CHALLENGER SRT,Four-Wheeler,6.4,8,M6,Diesel,16.7,10.4,13.9,20,325,5,1340.0,186.26
4652,DODGE,CHALLENGER SRT (MDS),Four-Wheeler,6.4,8,A8,Diesel,15.6,9.6,12.9,22,302,5,1340.0,172.86
4653,DODGE,CHALLENGER SRT DEMON,Four-Wheeler,6.2,8,A8,Diesel,17.6,10.7,14.5,19,339,5,1320.0,191.4
4654,DODGE,CHALLENGER SRT HELLCAT,Four-Wheeler,6.2,8,A8,Diesel,17.6,10.7,14.5,19,339,5,1320.0,191.4
4655,DODGE,CHALLENGER SRT HELLCAT,Four-Wheeler,6.2,8,M6,Diesel,18.1,11.4,15.1,19,352,5,1320.0,199.32
4656,DODGE,CHARGER,Four-Wheeler,3.6,6,A5,Petrol,13.7,9.0,11.6,24,271,4,860.0,99.76
4657,DODGE,CHARGER FFV,Four-Wheeler,3.6,6,A5,Petrol,13.7,9.0,11.6,24,271,4,860.0,99.76
4658,DODGE,CHARGER FFV,Four-Wheeler,3.6,6,A5,Electric,18.9,12.7,16.1,18,268,5,760.0,122.36000000000001
4659,DODGE,CHARGER,Four-Wheeler,3.6,6,A8,Petrol,12.4,7.8,10.3,27,242,4,860.0,88.58
4660,DODGE,CHARGER FFV,Four-Wheeler,3.6,6,A8,Petrol,12.4,7.8,10.3,27,242,4,860.0,88.58
4661,DODGE,CHARGER FFV,Four-Wheeler,3.6,6,A8,Electric,17.1,10.6,14.2,20,234,5,760.0,107.92
4662,DODGE,CHARGER (MDS),Four-Wheeler,5.7,8,A5,Petrol,15.6,9.7,12.9,22,302,5,1070.0,138.03
4663,DODGE,CHARGER (MDS),Four-Wheeler,5.7,8,A8,Petrol,14.7,9.4,12.3,23,289,5,1070.0,131.61
4664,DODGE,CHARGER (MDS),Four-Wheeler,6.4,8,A8,Diesel,15.6,9.6,12.9,22,302,5,1340.0,172.86
4665,DODGE,CHARGER AWD,Four-Wheeler,3.6,6,A8,Petrol,12.8,8.7,11.0,26,258,4,860.0,94.6
4666,DODGE,CHARGER AWD FFV,Four-Wheeler,3.6,6,A8,Petrol,12.8,8.7,11.0,26,258,4,860.0,94.6
4667,DODGE,CHARGER AWD FFV,Four-Wheeler,3.6,6,A8,Electric,17.6,12.0,15.0,19,248,5,760.0,114.0
4668,DODGE,CHARGER AWD (MDS),Four-Wheeler,5.7,8,A5,Petrol,16.0,10.1,13.3,21,312,5,1070.0,142.31
4669,DODGE,CHARGER SRT (MDS),Four-Wheeler,6.4,8,A8,Diesel,15.6,9.6,12.9,22,302,5,1340.0,172.86
4670,DODGE,CHARGER SRT HELLCAT,Four-Wheeler,6.2,8,A8,Diesel,17.6,10.7,14.5,19,339,5,1320.0,191.4
4671,DODGE,DURANGO AWD,Four-Wheeler,3.6,6,A8,Petrol,12.7,9.6,11.3,25,265,4,860.0,97.18
4672,DODGE,DURANGO AWD,Four-Wheeler,5.7,8,A8,Petrol,16.7,10.9,14.1,20,331,5,1070.0,150.87
4673,DODGE,DURANGO AWD SRT,Four-Wheeler,6.4,8,A8,Diesel,18.3,12.2,15.6,18,363,5,1340.0,209.04
4674,DODGE,GRAND CARAVAN FFV,Three-Wheeler,3.6,6,A6,Petrol,13.7,9.4,11.8,24,276,4,860.0,101.48
4675,DODGE,GRAND CARAVAN FFV,Three-Wheeler,3.6,6,A6,Electric,19.4,13.3,16.7,17,274,5,760.0,126.92
4676,DODGE,JOURNEY,Four-Wheeler,2.4,4,A4,Petrol,12.7,9.2,11.1,25,261,4,740.0,82.14
4677,DODGE,JOURNEY FFV,Four-Wheeler,3.6,6,A6,Petrol,14.2,9.5,12.1,23,284,5,860.0,104.06
4678,DODGE,JOURNEY FFV,Four-Wheeler,3.6,6,A6,Electric,19.1,13.2,16.4,17,274,5,760.0,124.63999999999999
4679,DODGE,JOURNEY AWD,Four-Wheeler,3.6,6,A6,Petrol,14.5,10.0,12.4,23,292,5,860.0,106.64
4680,FIAT,124 SPIDER,Four-Wheeler,1.4,4,A6,Petrol,9.3,6.5,8.0,35,187,4,640.0,51.2
4681,FIAT,124 SPIDER,Four-Wheeler,1.4,4,M6,Petrol,9.0,6.7,7.9,36,185,4,640.0,50.56
4682,FIAT,500,Four-Wheeler,1.4,4,A6,Petrol,9.7,7.4,8.7,32,202,4,640.0,55.68
4683,FIAT,500,Four-Wheeler,1.4,4,M5,Petrol,8.4,7.0,7.8,36,182,4,640.0,49.92
4684,FIAT,500 ABARTH,Four-Wheeler,1.4,4,A6,Petrol,9.7,7.4,8.7,32,202,4,640.0,55.68
4685,FIAT,500 ABARTH,Four-Wheeler,1.4,4,M5,Petrol,8.4,7.0,7.8,36,182,4,640.0,49.92
4686,FIAT,500L,Four-Wheeler,1.4,4,A6,Petrol,10.7,7.9,9.4,30,221,4,640.0,60.16
4687,FIAT,500X,Four-Wheeler,1.4,4,M6,Petrol,9.5,7.1,8.4,34,197,4,640.0,53.76
4688,FIAT,500X,Four-Wheeler,2.4,4,A9,Petrol,10.7,7.8,9.4,30,220,4,740.0,69.56
4689,FIAT,500X AWD,Four-Wheeler,2.4,4,A9,Petrol,11.0,8.0,9.7,29,226,4,740.0,71.77999999999999
4690,FORD,C-MAX HYBRID,Four-Wheeler,2.0,4,AV,Petrol,5.7,6.2,5.9,48,138,4,700.0,41.3
4691,FORD,ECOSPORT,Four-Wheeler,1.0,3,AS6,Petrol,8.6,8.1,8.4,34,195,4,600.0,50.4
4692,FORD,ECOSPORT AWD,Four-Wheeler,2.0,4,AS6,Petrol,10.2,8.0,9.3,30,217,4,700.0,65.10000000000001
4693,FORD,EDGE,Four-Wheeler,2.0,4,AS6,Petrol,11.5,8.0,9.9,29,233,4,700.0,69.3
4694,FORD,EDGE (Start/Stop),Four-Wheeler,2.0,4,AS6,Petrol,11.3,8.0,9.9,29,231,4,700.0,69.3
4695,FORD,EDGE,Four-Wheeler,3.5,6,AS6,Petrol,13.5,9.1,11.5,25,270,4,850.0,97.75
4696,FORD,EDGE AWD,Four-Wheeler,2.0,4,AS6,Petrol,11.9,8.7,10.5,27,246,4,700.0,73.5
4697,FORD,EDGE AWD,Four-Wheeler,2.7,6,AS6,Petrol,13.8,9.8,12.0,24,282,5,770.0,92.4
4698,FORD,EDGE AWD,Four-Wheeler,3.5,6,AS6,Petrol,14.2,10.2,12.4,23,291,5,850.0,105.4
4699,FORD,ESCAPE,Four-Wheeler,1.5,4,AS6,Petrol,10.2,7.8,9.1,31,214,4,650.0,59.15
4700,FORD,ESCAPE FFV,Four-Wheeler,2.5,4,AS6,Petrol,11.1,8.1,9.7,29,229,4,750.0,72.74999999999999
4701,FORD,ESCAPE FFV,Four-Wheeler,2.5,4,AS6,Electric,15.2,10.9,13.3,21,219,4,650.0,86.45
4702,FORD,ESCAPE AWD,Four-Wheeler,1.5,4,AS6,Petrol,10.7,8.3,9.6,29,226,4,650.0,62.4
4703,FORD,ESCAPE AWD,Four-Wheeler,2.0,4,AS6,Petrol,11.5,8.8,10.3,27,241,4,700.0,72.10000000000001
4704,FORD,EXPEDITION 4X4,Four-Wheeler,3.5,6,AS10,Petrol,13.8,10.7,12.4,23,291,5,850.0,105.4
4705,FORD,EXPEDITION MAX 4X4,Four-Wheeler,3.5,6,AS10,Petrol,14.9,11.2,13.2,21,311,5,850.0,112.2
4706,FORD,EXPLORER,Four-Wheeler,2.3,4,AS6,Petrol,12.6,8.6,10.8,26,254,4,730.0,78.84
4707,FORD,EXPLORER FFV,Four-Wheeler,3.5,6,AS6,Petrol,13.9,9.8,12.1,23,283,5,850.0,102.85
4708,FORD,EXPLORER FFV,Four-Wheeler,3.5,6,AS6,Electric,18.7,13.0,16.2,17,269,5,750.0,121.5
4709,FORD,EXPLORER AWD,Four-Wheeler,2.3,4,AS6,Petrol,13.1,9.2,11.4,25,267,4,730.0,83.22
4710,FORD,EXPLORER AWD,Four-Wheeler,3.5,6,AS6,Petrol,14.8,10.7,13.0,22,305,5,850.0,110.5
4711,FORD,EXPLORER FFV AWD,Four-Wheeler,3.5,6,AS6,Petrol,14.5,10.6,12.7,22,299,5,850.0,107.95
4712,FORD,EXPLORER FFV AWD,Four-Wheeler,3.5,6,AS6,Electric,19.7,14.3,17.3,16,288,5,750.0,129.75
4713,FORD,F-150,Commercial,2.7,6,AS10,Petrol,11.9,9.0,10.6,27,249,4,770.0,81.62
4714,FORD,F-150 (LT Tire Pkg),Commercial,2.7,6,AS10,Petrol,12.0,9.4,10.8,26,253,4,770.0,83.16
4715,FORD,F-150 (Payload Pkg),Commercial,2.7,6,AS10,Petrol,12.3,9.4,11.0,26,258,4,770.0,84.7
4716,FORD,F-150,Commercial,3.0,6,AS10,CNG,10.8,8.0,9.5,30,256,4,800.0,76.0
4717,FORD,F-150 (LT Tire Pkg),Commercial,3.0,6,AS10,CNG,10.8,8.4,9.7,29,260,4,800.0,77.6
4718,FORD,F-150,Commercial,3.3,6,AS6,Petrol,12.3,9.4,11.0,26,259,4,830.0,91.3
4719,FORD,F-150 FFV,Commercial,3.3,6,AS6,Petrol,12.3,9.3,10.9,26,257,4,830.0,90.47
4720,FORD,F-150 FFV,Commercial,3.3,6,AS6,Electric,16.8,12.7,14.9,19,248,5,730.0,108.77
4721,FORD,F-150 (LT Tire Pkg),Commercial,3.3,6,AS6,Petrol,12.4,9.8,11.2,25,263,4,830.0,92.96
4722,FORD,F-150 FFV (LT Tire Pkg),Commercial,3.3,6,AS6,Petrol,12.4,9.8,11.2,25,263,4,830.0,92.96
4723,FORD,F-150 FFV (LT Tire Pkg),Commercial,3.3,6,AS6,Electric,16.8,12.7,14.9,19,248,5,730.0,108.77
4724,FORD,F-150,Commercial,3.5,6,AS10,Petrol,13.6,10.1,12.0,24,282,5,850.0,102.0
4725,FORD,F-150 (LT Tire Pkg),Commercial,3.5,6,AS10,Petrol,13.6,10.7,12.3,23,288,5,850.0,104.55
4726,FORD,F-150 (Payload Pkg),Commercial,3.5,6,AS10,Petrol,13.7,11.2,12.5,23,293,5,850.0,106.25
4727,FORD,F-150,Commercial,5.0,8,AS10,Petrol,14.1,10.4,12.4,23,292,5,1000.0,124.0
4728,FORD,F-150 FFV,Commercial,5.0,8,AS10,Petrol,13.9,10.2,12.2,23,286,5,1000.0,122.0
4729,FORD,F-150 FFV,Commercial,5.0,8,AS10,Electric,20.2,14.0,17.4,16,288,5,900.0,156.6
4730,FORD,F-150 (LT Tire Pkg),Commercial,5.0,8,AS10,Petrol,14.7,11.2,13.1,22,308,5,1000.0,131.0
4731,FORD,F-150 FFV (LT Tire Pkg),Commercial,5.0,8,AS10,Petrol,14.7,11.2,13.1,22,307,5,1000.0,131.0
4732,FORD,F-150 FFV (LT Tire Pkg),Commercial,5.0,8,AS10,Electric,20.2,14.0,17.4,16,288,5,900.0,156.6
4733,FORD,F-150 (Payload Pkg),Commercial,5.0,8,AS10,Petrol,14.7,11.8,13.8,20,324,5,1000.0,138.0
4734,FORD,F-150 FFV (Payload Pkg),Commercial,5.0,8,AS10,Petrol,14.7,11.8,13.8,20,323,5,1000.0,138.0
4735,FORD,F-150 FFV (Payload Pkg),Commercial,5.0,8,AS10,Electric,20.3,14.0,17.4,16,288,5,900.0,156.6
4736,FORD,F-150 4X4,Commercial,2.7,6,AS10,Petrol,12.6,9.8,11.3,25,265,4,770.0,87.01
4737,FORD,F-150 4X4 (LT Tire Pkg),Commercial,2.7,6,AS10,Petrol,13.1,10.2,11.8,24,277,5,770.0,90.86
4738,FORD,F-150 4X4 (Payload Pkg),Commercial,2.7,6,AS10,Petrol,13.1,9.8,11.6,24,272,4,770.0,89.32
4739,FORD,F-150 4X4,Commercial,3.0,6,AS10,CNG,11.8,9.3,10.7,26,288,4,800.0,85.6
4740,FORD,F-150 4X4 (LT Tire Pkg),Commercial,3.0,6,AS10,CNG,11.8,9.3,10.7,26,288,4,800.0,85.6
4741,FORD,F-150 4X4 XL/XLT,Commercial,3.0,6,AS10,CNG,11.2,8.4,9.9,29,266,4,800.0,79.2
4742,FORD,F-150 4X4,Commercial,3.3,6,AS6,Petrol,13.0,10.3,11.8,24,277,5,830.0,97.94
4743,FORD,F-150 FFV 4X4,Commercial,3.3,6,AS6,Petrol,12.9,10.2,11.7,24,273,5,830.0,97.11
4744,FORD,F-150 FFV 4X4,Commercial,3.3,6,AS6,Electric,17.6,13.7,15.8,18,263,5,730.0,115.34
4745,FORD,F-150 4X4 (LT Tire Pkg),Commercial,3.3,6,AS6,Petrol,13.8,10.7,12.4,23,291,5,830.0,102.92
4746,FORD,F-150 FFV 4X4 (LT Tire Pkg),Commercial,3.3,6,AS6,Petrol,13.8,10.7,12.4,23,291,5,830.0,102.92
4747,FORD,F-150 FFV 4X4 (LT Tire Pkg),Commercial,3.3,6,AS6,Electric,17.5,13.7,15.8,18,262,5,730.0,115.34
4748,FORD,F-150 4X4,Commercial,3.5,6,AS10,Petrol,14.3,10.5,12.6,22,295,5,850.0,107.1
4749,FORD,F-150 4X4 (LT Tire Pkg),Commercial,3.5,6,AS10,Petrol,14.4,10.6,12.7,22,297,5,850.0,107.95
4750,FORD,F-150 4X4 (Payload Pkg),Commercial,3.5,6,AS10,Petrol,14.5,11.2,13.0,22,305,5,850.0,110.5
4751,FORD,F-150 4X4,Commercial,5.0,8,AS10,Petrol,14.6,10.9,13.0,22,304,5,1000.0,130.0
4752,FORD,F-150 FFV 4X4,Commercial,5.0,8,AS10,Petrol,15.1,11.0,13.3,21,311,5,1000.0,133.0
4753,FORD,F-150 FFV 4X4,Commercial,5.0,8,AS10,Electric,20.0,15.6,18.0,16,300,6,800.0,144.0
4754,FORD,F-150 4X4 (LT Tire Pkg),Commercial,5.0,8,AS10,Petrol,14.7,11.8,13.8,20,324,5,1000.0,138.0
4755,FORD,F-150 FFV 4X4 (LT Tire Pkg),Commercial,5.0,8,AS10,Petrol,15.1,11.8,13.8,20,324,5,1000.0,138.0
4756,FORD,F-150 FFV 4X4 (LT Tire Pkg),Commercial,5.0,8,AS10,Electric,20.0,15.6,18.0,16,300,6,800.0,144.0
4757,FORD,F-150 4X4 (Payload Pkg),Commercial,5.0,8,AS10,Petrol,15.7,12.4,14.2,20,334,5,1000.0,142.0
4758,FORD,F-150 FFV 4X4 (Payload Pkg),Commercial,5.0,8,AS10,Petrol,16.1,12.4,14.5,19,339,5,1000.0,145.0
4759,FORD,F-150 FFV 4X4 (Payload Pkg),Commercial,5.0,8,AS10,Electric,21.4,17.2,19.5,14,325,6,800.0,156.0
4760,FORD,F-150 RAPTOR 4WD,Commercial,3.5,6,AS10,Petrol,15.6,13.2,14.5,19,339,5,850.0,123.25
4761,FORD,FIESTA,Four-Wheeler,1.6,4,AM6,Petrol,8.6,6.4,7.6,37,179,4,660.0,50.16
4762,FORD,FIESTA,Four-Wheeler,1.6,4,M5,Petrol,8.6,6.7,7.8,36,182,4,660.0,51.48
4763,FORD,FIESTA ST,Four-Wheeler,1.6,4,M6,Petrol,9.0,7.1,8.2,34,192,4,660.0,54.11999999999999
4764,FORD,FLEX,Four-Wheeler,3.5,6,AS6,Petrol,14.7,10.2,12.7,22,298,5,850.0,107.95
4765,FORD,FLEX AWD,Four-Wheeler,3.5,6,AS6,Petrol,14.7,10.7,12.9,22,303,5,850.0,109.65
4766,FORD,FLEX AWD GTDI,Four-Wheeler,3.5,6,AS6,Petrol,15.7,11.2,13.7,21,322,5,850.0,116.45
4767,FORD,FOCUS,Four-Wheeler,1.0,3,AS6,Petrol,8.5,6.2,7.5,38,176,4,600.0,45.0
4768,FORD,FOCUS,Four-Wheeler,1.0,3,M6,Petrol,7.9,5.9,7.0,40,164,4,600.0,42.0
4769,FORD,FOCUS,Four-Wheeler,2.0,4,AM6,Petrol,8.9,6.1,7.7,37,179,4,700.0,53.9
4770,FORD,FOCUS,Four-Wheeler,2.0,4,AS6,Petrol,9.8,7.0,8.5,33,200,4,700.0,59.5
4771,FORD,FOCUS,Four-Wheeler,2.0,4,M5,Petrol,9.5,6.9,8.3,34,196,4,700.0,58.10000000000001
4772,FORD,FOCUS RS AWD,Four-Wheeler,2.3,4,M6,Diesel,12.2,9.0,10.8,26,252,4,930.0,100.44
4773,FORD,FOCUS ST,Four-Wheeler,2.0,4,M6,Petrol,10.5,7.8,9.3,30,219,4,700.0,65.10000000000001
4774,FORD,FUSION,Four-Wheeler,1.5,4,AS6,Petrol,10.0,7.0,8.7,32,203,4,650.0,56.54999999999999
4775,FORD,FUSION,Four-Wheeler,2.0,4,AS6,Petrol,11.2,7.6,9.6,29,225,4,700.0,67.2
4776,FORD,FUSION,Four-Wheeler,2.5,4,A6,Petrol,11.3,7.4,9.5,30,223,4,750.0,71.25
4777,FORD,FUSION AWD,Four-Wheeler,2.0,4,AS6,Petrol,11.8,8.2,10.2,28,238,4,700.0,71.39999999999999
4778,FORD,FUSION AWD,Four-Wheeler,2.7,6,AS6,Petrol,13.8,9.1,11.8,24,277,4,770.0,90.86
4779,FORD,FUSION HYBRID,Four-Wheeler,2.0,4,AV,Petrol,5.5,5.6,5.6,50,131,4,700.0,39.199999999999996
4780,FORD,GT,Four-Wheeler,3.5,6,AM7,Diesel,20.4,13.1,17.1,17,403,6,950.0,162.45000000000002
4781,FORD,MUSTANG,Four-Wheeler,2.3,4,AS10,Petrol,11.0,7.4,9.4,30,219,4,730.0,68.62
4782,FORD,MUSTANG (Performance Pkg),Four-Wheeler,2.3,4,AS10,Petrol,11.8,8.1,10.1,28,236,4,730.0,73.73
4783,FORD,MUSTANG,Four-Wheeler,2.3,4,M6,Petrol,11.0,7.7,9.5,30,222,4,730.0,69.35
4784,FORD,MUSTANG (Performance Pkg),Four-Wheeler,2.3,4,M6,Petrol,11.8,8.4,10.3,27,240,4,730.0,75.19000000000001
4785,FORD,MUSTANG,Four-Wheeler,5.0,8,AS10,Petrol,15.1,9.3,12.5,23,291,5,1000.0,125.0
4786,FORD,MUSTANG,Four-Wheeler,5.0,8,M6,Petrol,15.5,9.5,12.8,22,300,5,1000.0,128.0
4787,FORD,MUSTANG CONVERTIBLE,Four-Wheeler,2.3,4,AS10,Petrol,11.8,8.2,10.2,28,238,4,730.0,74.46
4788,FORD,MUSTANG CONVERTIBLE,Four-Wheeler,2.3,4,M6,Petrol,11.8,8.4,10.3,27,240,4,730.0,75.19000000000001
4789,FORD,MUSTANG CONVERTIBLE,Four-Wheeler,5.0,8,AS10,Petrol,15.5,10.0,13.1,22,305,5,1000.0,131.0
4790,FORD,SHELBY GT350 MUSTANG,Four-Wheeler,5.2,8,M6,Diesel,17.2,11.3,14.6,19,341,5,1220.0,178.12
4791,FORD,T-150 WAGON,Commercial,3.5,6,AS6,Petrol,16.2,12.8,14.7,19,345,5,850.0,124.95
4792,FORD,T-150 WAGON,Commercial,3.7,6,AS6,Petrol,16.8,13.1,15.1,19,354,6,770.0,116.27
4793,FORD,TAURUS FFV,Four-Wheeler,3.5,6,AS6,Petrol,13.1,8.7,11.1,25,260,4,850.0,94.35
4794,FORD,TAURUS FFV,Four-Wheeler,3.5,6,AS6,Electric,17.6,11.7,15.0,19,249,5,750.0,112.5
4795,FORD,TAURUS AWD,Four-Wheeler,3.5,6,AS6,Petrol,14.6,10.0,12.5,23,294,5,850.0,106.25
4796,FORD,TAURUS FFV AWD,Four-Wheeler,3.5,6,AS6,Petrol,13.6,9.9,12.4,23,291,5,850.0,105.4
4797,FORD,TAURUS FFV AWD,Four-Wheeler,3.5,6,AS6,Electric,18.7,13.4,16.3,17,271,5,750.0,122.25
4798,FORD,TRANSIT CONNECT VAN FFV,Commercial,2.5,4,AS6,Petrol,11.9,8.7,10.4,27,244,4,750.0,78.0
4799,FORD,TRANSIT CONNECT VAN FFV,Commercial,2.5,4,AS6,Electric,16.2,11.9,14.3,20,234,5,650.0,92.95
4800,FORD,TRANSIT CONNECT WAGON LWB FFV,Commercial,2.5,4,AS6,Petrol,12.3,8.8,10.7,26,251,4,750.0,80.24999999999999
4801,FORD,TRANSIT CONNECT WAGON LWB FFV,Commercial,2.5,4,AS6,Electric,16.8,12.1,14.7,19,241,5,650.0,95.55
4802,GENESIS,G80 AWD,Four-Wheeler,3.3,6,AS8,Diesel,13.8,9.7,11.9,24,282,5,1030.0,122.57
4803,GENESIS,G80 AWD,Four-Wheeler,3.8,6,AS8,Petrol,13.4,9.6,11.7,24,276,4,880.0,102.96
4804,GENESIS,G80 AWD,Four-Wheeler,5.0,8,AS8,Diesel,15.6,10.4,13.2,21,312,5,1200.0,158.4
4805,GENESIS,G90 AWD,Four-Wheeler,3.3,6,AS8,Diesel,13.7,9.7,11.9,24,279,5,1030.0,122.57
4806,GENESIS,G90 AWD,Four-Wheeler,5.0,8,AS8,Diesel,15.2,10.2,13.0,22,306,5,1200.0,156.0
4807,GMC,ACADIA,Four-Wheeler,2.5,4,A6,Petrol,11.0,9.2,10.2,28,239,4,750.0,76.49999999999999
4808,GMC,ACADIA,Four-Wheeler,3.6,6,A6,Petrol,13.1,9.4,11.4,25,268,4,860.0,98.04
4809,GMC,ACADIA AWD,Four-Wheeler,2.5,4,A6,Petrol,11.2,9.4,10.4,27,243,4,750.0,78.0
4810,GMC,ACADIA AWD,Four-Wheeler,3.6,6,A6,Petrol,13.5,9.5,11.7,24,275,4,860.0,100.62
4811,GMC,CANYON,Commercial,2.5,4,A6,Petrol,12.1,9.2,10.8,26,253,4,750.0,81.00000000000001
4812,GMC,CANYON,Commercial,2.5,4,M6,Petrol,11.9,9.2,10.7,26,251,4,750.0,80.24999999999999
4813,GMC,CANYON,Commercial,2.8,4,A6,CNG,10.8,8.0,9.6,29,257,4,780.0,74.88
4814,GMC,CANYON,Commercial,3.6,6,A8,Petrol,13.4,9.6,11.7,24,274,4,860.0,100.62
4815,GMC,CANYON 4WD,Commercial,2.5,4,A6,Petrol,12.6,9.8,11.3,25,266,4,750.0,84.75
4816,GMC,CANYON 4WD,Commercial,2.8,4,A6,CNG,12.1,8.3,10.4,27,279,4,780.0,81.12
4817,GMC,CANYON 4WD,Commercial,3.6,6,A8,Petrol,14.1,10.0,12.2,23,288,5,860.0,104.92
4818,GMC,SIERRA FFV,Commercial,4.3,6,A6,Petrol,13.4,10.0,11.8,24,278,5,930.0,109.74
4819,GMC,SIERRA FFV,Commercial,4.3,6,A6,Electric,19.3,14.4,17.1,17,284,5,830.0,141.93
